basename,yield,solvent1,solvent2,solvent3,solvent4,solvent5,sol_molratio1,sol_molratio2,sol_molratio3,sol_molratio4,sol_molratio5,additive1,additive2,additive3,additive4,additive5,temperature_Celsius,time_h,core_All_Metals,counterions1,counterions2,counterions3,linker_1,linker_2
SAMXUC,,O,,,,,1.0,,,,,,,,,,210,120,Sm,O,,,,
TEQVOC,60.0,O,,,,,1.0,,,,,[NH4+].[OH-],,,,,210,120,"Ba,Zn",OH,acac,,,
MAYJOM,,O,,,,,1.0,,,,,F,,,,,220,72,In,,,,[O-]C(=O)c1ccc(cc1)C(=O)[O-],
PUWXAH,52.8,O,,,,,1.0,,,,,[OH-].[Na+],,,,,220,72,Mn,Cl,,,[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
CABQEB,85.0,O,C1CCOC1,,,,0.153,0.847,,,,,,,,,255,120,Co,acac,,,[O-]C(=O)C,
DACSAE,44.0,CN(C)C=O,CO,O,,,0.537,0.34,0.122,,,Cl,,,,,80,12,Cu,NO3,,,,
DEJCEB,,CN(C)C=O,CCO,C1=CC=NC=C1,,,,,,,,,,,,,85,12,Zn,NO3,,,[O-]C(=O)c1cnccc1C(=O)[O-],
FUTTIZ,,CN(C)C=O,O,,,,0.993,0.007,,,,,,,,,85,16,Zn,NO3,,,C1CN2CCN1CC2,[O][C]=C(C(=O)[O-])C=C[C]C(=O)[O-]
EHUSUX,80.0,CN(C)C=O,O,,,,0.737,0.263,,,,Cl,,,,,90,16,Cu,NO3,,,,
APUPEH,35.0,CCN(CC)C=O,CO,CN(C)C1=CC=CC=C1,,,0.232,0.633,0.135,,,,,,,,65,24,Cu,NO3,,,[O-]C(=O)c1cc([O])c(c(c1)[O])c1c([O])cc(cc1[O])C(=O)[O-],
FUWQIZ,68.0,CN(C)C=O,O,,,,0.412,0.588,,,,Cl,,,,,80,24,Cu,NO3,,,,
HUNCIE,,CC(=O)N(C)C,O,,,,0.565,0.435,,,,[N+](=O)(O)[O-],,,,,80,24,Cu,NO3,,,,
AJINOY,46.0,O,,,,,1.0,,,,,[OH-].[Na+],,,,,85,24,Cu,NO3,,,O=C(c1ccncc1)N1CCN(CC1)C(=O)c1ccncc1,[O-]C(=O)C=Cc1ccccc1C(=O)[O-]
EBAMUS,,CN(C)C=O,O,,,,0.19,0.81,,,,,,,,,85,24,Cu,NO3,,,[O-]C(=O)C1=[C]C(=[C]C(=[C]1)C(=O)[O-])C(=O)[O-],
FATQID,,CN(C)C=O,,,,,1.0,,,,,[N+](=O)(O)[O-],,,,,85,24,Cu,SO4,,,[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],
NAWXER,,CN(C)C=O,CCO,,,,0.601,0.399,,,,[N+](=O)(O)[O-],,,,,85,24,Zn,NO3,,,[O-]C(=O)c1ccc(cc1)c1nc(c2ccc(cc2)C(=O)[O-])c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],
GAHWIX,83.0,CN(C)C=O,,,,,1.0,,,,,,,,,,95,24,Zn,NO3,,,O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-],
LUPYAX,,CN(C)C=O,,,,,1.0,,,,,,,,,,100,24,Zn,NO3,,,[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-],
OVUVIL,,CN(C)C=O,,,,,1.0,,,,,,,,,,110,24,Zn,NO3,,,,
CAGSAG,80.0,CN(C)C=O,,,,,1.0,,,,,,,,,,120,24,Zn,NO3,,,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],
GUCHUJ,66.0,O,,,,,1.0,,,,,[OH-].[Na+],,,,,150,24,Cu,NO3,,,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],
KIDVIE,64.0,O,,,,,1.0,,,,,,,,,,160,24,La,NO3,,,[O-]C(=O)C(=O)[O-],
QAKFIU,54.0,CN(C)C=O,O,,,,0.19,0.81,,,,[N+](=O)(O)[O-],,,,,80,36,Zn,NO3,,,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1[CH]C=C(C=C1)c1ccncc1,
HAWZIQ,,O,,,,,1.0,,,,,[OH-].[K+],,,,,100,36,"Mo,La",,Cl,,,
FIJCUX,72.0,CCN(CC)C=O,,,,,1.0,,,,,,,,,,100,40,Zn,NO3,,,[O-]C(=O)c1ccc(cc1)C(=O)[O-],
KIJRUS,,CN(C)C=O,O,,,,0.539,0.461,,,,Cl,,,,,60,48,Cu,Cl,,,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],
MOYYEF,80.0,CN(C)C=O,CCO,O,,,0.152,0.201,0.648,,,,,,,,60,48,Cu,NO3,,,[O-]C(=O)c1ccc(cc1)c1cccc(c1)C(=O)[O-],
BIDPOV,,CN(C)C=O,,,,,1.0,,,,,[N+](=O)(O)[O-],,,,,65,48,Cu,NO3,,,[C]=[C][C]C#Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-],
FAGREM,,CCN(CC)C=O,O,CCO,,,0.157,0.644,0.2,,,,,,,,65,48,Zn,NO3,,,[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-],
ONIXOZ,69.0,CN(C)C=O,,,,,1.0,,,,,[H+].[B-](F)(F)(F)F,,,,,65,48,Cu,NO3,,,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],
WARXUL,72.0,CN(C)C=O,O,,,,0.539,0.461,,,,[N+](=O)(O)[O-],,,,,65,48,Cu,Cl,,,,
LUSYEF,75.0,CN(C)C=O,O,,,,0.483,0.517,,,,[N+](=O)(O)[O-],,,,,70,48,Cu,NO3,,,[O-]C(=O)c1cc(cc(c1)c1cccc2c1cccc2c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-],
PELRIJ,,CN(C)C=O,,,,,1.0,,,,,[N+](=O)(O)[O-],,,,,70,48,Cu,NO3,,,O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-],
VIXPUP,70.0,CN(C)C=O,CCO,O,,,0.182,0.194,0.624,,,[N+](=O)(O)[O-],,,,,75,48,Cu,NO3,,,O=C(C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],
FIHHOV,10.0,CN(C)C=O,CCO,,,,0.601,0.399,,,,[N+](=O)(O)[O-],,,,,80,48,Zn,NO3,,,,
MUKQUG,,CN(C)C=O,O,CC#N,,,0.343,0.488,0.169,,,Cl,,,,,80,48,Cu,NO3|H2O,,,,
NUBPIL,67.0,CN(C)C=O,O,,,,0.796,0.204,,,,Cl,,,,,80,48,Cu,Cl,,,[O-]C(=O)c1cc(cc(c1)n1cncc1)C(=O)[O-],
PEZCII,63.0,CN(C)C=O,CO,O,,,0.277,0.526,0.197,,,,,,,,80,48,La,NO3,,,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],
UXOHOG,,CC(=O)N(C)C,CO,O,,,0.294,0.403,0.302,,,,,,,,80,48,Cu,Cl,,,,
JAJZAY,63.0,CN(C)C=O,CC#N,,,,0.858,0.142,,,,,,,,,85,48,Zn,NO3,,,,
NORPIV,,CN(C)C=O,O,,,,0.483,0.517,,,,[N+](=O)(O)[O-],,,,,90,48,Zn,NO3,,,,
VAGTAB,36.0,O,CN(C)C=O,,,,0.588,0.412,,,,,,,,,90,48,Zn,NO3,,,,
IGINIX,95.0,CN(C)C=O,,,,,1.0,,,,,,,,,,100,48,Zn,NO3,,,[O-]C(=O)c1ccc(cn1)C(=O)[O-],
IZEWAN,70.0,C1COCCO1,O,,,,0.459,0.541,,,,,,,,,100,48,Zn,OAc,,,,
MUVLUM,,CN(C)C=O,,,,,1.0,,,,,[H+].[B-](F)(F)(F)F,,,,,100,48,Zn,NO3,,,[O-]C(=O)c1cc2c(c(c1)S([O])([O])[O])cc(cc2S([O])([O])[O])C(=O)[O-],n1ccc(cc1)c1ccncc1
MAQRAA,37.0,CC(=O)N(C)C,,,,,1.0,,,,,,,,,,110,48,Cu,Cl,,,[O-]C(=O)c1ccc(s1)C(=O)[O-],
MUZHUL,78.0,CN(C)C=O,,,,,1.0,,,,,,,,,,110,48,Zn,Cl,,,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],
CIQQIE,62.0,CN(C)C=O,,,,,1.0,,,,,C1=CC=C(C=C1)C(=O)O,,,,,120,48,La,NO3,,,,
LUMZEA,,O,,,,,1.0,,,,,,,,,,120,50,Cu,OAc,,,[N]1C=NN=C1,[O-]C(=O)CC(C(=O)[O-])[O]
HOXSIY,,CC(=O)N(C)C,O,,,,0.226,0.774,,,,,,,,,100,60,Zn,NO3,,,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],
DITTEH,,CN(C)C=O,,,,,1.0,,,,,,,,,,110,60,Zn,NO3,,,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],
GEGDED,,O,CN(C)C=O,,,,0.201,0.799,,,,[H+].[B-](F)(F)(F)F,,,,,60,72,Cu,Br,,,[O-]C(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],
LOFJAT,,CN(C)C=O,O,,,,0.678,0.322,,,,[N+](=O)(O)[O-],,,,,60,72,Cu,NO3,,,,
MOKVOZ,,CN(C)C=O,O,,,,0.483,0.517,,,,Cl,,,,,60,72,Cu,NO3,,,,
ODUNEH,65.0,CN(C)C=O,CCO,,,,0.694,0.306,,,,CC(C)NC(C)C,,,,,60,72,Zn,NO3,,,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],
DICKEH,73.0,CN(C)C=O,O,,,,0.824,0.176,,,,[H+].[B-](F)(F)(F)F,,,,,65,72,Cu,Cl,,,[O-]C(=O)c1cc(C#Cc2ccc(cc2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],
SITFUY,73.0,CN(C)C=O,CCO,,,,0.43,0.57,,,,,,,,,65,72,Cu,Cl,,,,
OGOJAX,,CN(C)C=O,,,,,1.0,,,,,[N+](=O)(O)[O-],,,,,70,72,Cu,NO3,,,,
HULCOI,20.0,CN(C)C=O,,,,,1.0,,,,,[N+](=O)(O)[O-],,,,,75,72,Cu,NO3,,,O=C(Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(NC(=O)Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)NC(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],
IZEBAR,,CN(C)C=O,CCO,,,,0.751,0.249,,,,,,,,,80,72,Tb,NO3,,,[O-]C(=O)c1ccc(cc1)C#Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-],
LADHEF,62.0,CN(C)C=O,O,,,,0.091,0.909,,,,C(=O)([O-])[O-].[Na+].[Na+],,,,,80,72,Zn,NO3,,,,
ODEZAB,,CN(C)C=O,O,,,,0.583,0.417,,,,Cl,,,,,80,72,Cu,NO3,,,COc1ccc2c(c1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])ccc(c2c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC,
PORVID,,O,,,,,1.0,,,,,[N+](=O)(O)[O-],C(=O)(N)N,,,,80,72,Cu,NO3,,,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],
AVEQID,,CC(=O)N(C)C,O,,,,0.405,0.595,,,,[N+](=O)(O)[O-],,,,,85,72,Zn,NO3,,,Nc1c(cc(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(c(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])N)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],
MAYKOO,90.0,CN(C)C=O,C1COCCO1,O,,,0.436,0.099,0.465,,,Cl,,,,,85,72,Cu,NO3,,,C1CN2CCN1CC2,[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
FABGOG,11.0,CO,O,,,,0.262,0.738,,,,,,,,,90,72,Cu,SO4,,,[O-]C(=O)C=Cc1cnc[nH]1,
HAFSOZ,,CC(=O)N(C)C,O,,,,0.163,0.837,,,,,,,,,95,72,Zn,NO3,,,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])[O],n1ccc(cc1)c1ccncc1
HUCSEF,,CC(=O)N(C)C,O,,,,0.369,0.631,,,,[N+](=O)(O)[O-],,,,,100,72,Cu,NO3,,,,
KIDDOS,,CN(C)C=O,,,,,1.0,,,,,,,,,,100,72,Zn,NO3,,,C1N2CN3CN1CN(C2)C3,[O-]C(=O)c1ccc(s1)C(=O)[O-]
WIKGII,,CN(C)C=O,,,,,1.0,,,,,,,,,,100,72,Zn,NO3,,,,
PAQMAY,,CN(C)C=O,,,,,1.0,,,,,[N+](=O)(O)[O-],,,,,105,72,Tb,NO3,,,,
HOFSUS,45.0,CC(=O)N(C)C,O,,,,0.28,0.72,,,,,,,,,110,72,Zn,NO3,,,OC(=O)C1=NC(=N[C]1C(=O)[O-])c1ccncc1,[O-]C(=O)C1=C(N=C([N]1)c1ccncc1)C(=O)O
INEPEY,,CN(C)C=O,,,,,1.0,,,,,,,,,,110,72,Zn,NO3,,,,
LUZJAT,,CN(C)C=O,,,,,1.0,,,,,[N+](=O)(O)[O-],,,,,110,72,Zn,NO3,,,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],
BADXAI,89.0,O,CC#N,,,,0.852,0.148,,,,,,,,,120,72,Tb,NO3,,,,
GAWJEV,64.0,O,CCO,,,,0.866,0.134,,,,,,,,,120,72,Zn,NO3,,,,
KUZZAI,60.0,CC(=O)N(C)C,CNC=O,,,,0.389,0.611,,,,[H+].[B-](F)(F)(F)F,,,,,120,72,Zn,NO3,,,NC1=NN=N[N]1,[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1
NIYZIG,68.0,CCN(CC)C=O,CCO,O,,,0.091,0.348,0.561,,,,,,,,120,72,Zn,NO3,,,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],
NUMPAO,57.0,O,,,,,1.0,,,,,[OH-].[Na+],,,,,130,72,Zn,NO3,,,,
QUQHEQ,,O,CO,,,,0.815,0.185,,,,,,,,,130,72,Zn,CO3,,,,
HAMLIT,52.9,CN(C)C=O,O,,,,0.652,0.348,,,,[N+](=O)(O)[O-],,,,,135,72,Zn,NO3,,,,
INASAT,56.3,CN(C)C=O,O,,,,0.652,0.348,,,,[N+](=O)(O)[O-],,,,,135,72,Zn,NO3,,,,
DEMLAJ,,CC#N,,,,,1.0,,,,,,,,,,140,72,Cu,NO3,,,,
FIMXUW,30.0,O,,,,,1.0,,,,,,,,,,140,72,La,NO3,,,[O-]C(=O)c1c(ccc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-],
FUYYAA,45.0,CCO,O,,,,0.058,0.942,,,,,,,,,140,72,"Cu,Nd",ClO4,O,,[O-]C(=O)C(=O)[O-],[O-]C(=O)c1cccnc1c1ccccn1
GAWLIB,,O,,,,,1.0,,,,,[OH-].[Na+],,,,,150,72,Tb,NO3,,,[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-],
KIVSUF,33.0,O,,,,,1.0,,,,,CCN(CC)CC,,,,,150,72,Cu,SO4,,,,
NIRDOI,76.2,O,,,,,1.0,,,,,,,,,,150,72,Zn,NO3,,,,
NUCREJ,,O,,,,,1.0,,,,,[OH-].[Na+],,,,,160,72,Zn,CH3COO,,,,
PEKZIP,,O,,,,,1.0,,,,,,,,,,180,72,Cu,ClO4|Cl,,,n1ccc(cc1)c1ccncc1,
BUPDOH,63.0,CN(C)C=O,CCO,O,,,0.599,0.265,0.137,,,Cl,,,,,80,96,Cu,NO3,,,,
ERULEK,40.0,CN(C)C=O,,,,,1.0,,,,,,,,,,80,96,Zn,NO3,,,Cn1nc(nc1c1ccc(cc1)n1cncc1)c1cccc(c1)[N]12[CH]N3C4C1C2C34,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
GUHMIH,,O,,,,,1.0,,,,,Cl,,,,,120,96,Cu,SO4,,,O=C(c1cccnc1)NCCNC(=O)c1cccnc1,
GIDKOU,31.0,CN(C)C=O,,,,,1.0,,,,,,,,,,140,96,Zn,NO3,,,[O-]C(=O)C1=NC=N[C]1C(=O)O,[O-]C(=O)C1=NC=N[C]1C(=O)[O-]
ERIWAF,40.0,CN(C)C=O,CO,O,,,0.223,0.141,0.636,,,Cl,,,,,80,108,Cu,Cl,,,,
QUTDAM,,CN(C)C=O,CCO,O,,,0.263,0.174,0.562,,,Cl,,,,,85,120,Cu,NO3,,,,
EXECAN,75.6,CC(=O)N(C)C,O,,,,0.493,0.507,,,,[N+](=O)(O)[O-],,,,,100,120,Zn,Ac,,,,
HUVHIR,26.0,O,,,,,1.0,,,,,,,,,,110,120,Zn,CH3COO,,,OC(=O)CN(C1=NC(=[N]=C([N]1)N(CP(=O)([O])[O])CC(=O)[O-])N(CP(=O)([O])[O])CC(=O)[O-])CP(=O)([O])[O],
FOJLOH,,CN(C)C=O,O,,,,0.498,0.502,,,,,,,,,115,120,Zn,NO3,,,[O-]C(=O)c1ccc(cc1)OCc1c(C)c(COc2ccc(cc2)C(=O)[O-])c(c(c1C)COc1ccc(cc1)C(=O)O)C,
HAMJOW,36.0,CN(C)C=O,,,,,1.0,,,,,,,,,,120,120,Zn,NO3,,,O=C(c1ccncc1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],
MAZSOX,70.0,CO,CC(=O)N(C)C,,,,0.432,0.568,,,,C1=CN=CC=N1,,,,,120,120,Zn,NO3,,,,
DEPXAY,70.0,CN(C)C=O,O,,,,0.19,0.81,,,,,,,,,140,120,Zn,NO3,,,[O-]C(=O)c1cnccc1C(=O)[O-],
LACJAC,65.0,O,,,,,1.0,,,,,,,,,,140,120,Zn,NO3,,,,
CADPII,,O,,,,,1.0,,,,,[OH-].[Na+],,,,,170,120,Zn,Cl,,,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],
ETAXIH,54.0,O,,,,,1.0,,,,,,,,,,180,120,Zn,NO3,,,CCCC1=NC(=C([N]1)C(=O)[O-])C(=O)[O-],
KOYRAT,36.0,CN(C)C=O,,,,,1.0,,,,,CC(=O)O,,,,,100,144,"Ru,Zn",Cl|bpy,NO3,,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],
MIZKOW,39.0,O,,,,,1.0,,,,,CC(=O)O,,,,,170,168,"Cu,La",Cl,C2O4,,[O-]C(=O)C(=O)[O-],[O-]C(=O)c1cccnc1
NOSJIQ,32.22,O,,,,,1.0,,,,,Cl,C(=O)O,,,,170,168,"Dy,Cu",O,OAc,,[O-]C(=O)c1cccnc1,
DACSEI,44.0,CN(C)C=O,CO,O,,,0.537,0.34,0.122,,,Cl,,,,,80,36,Cu,Cl,,,,
EHUTAE,85.0,CN(C)C=O,O,,,,0.621,0.379,,,,Cl,,,,,85,48,Cu,NO3,,,,
EKEMEO,,CN(C)C=O,CCO,O,,,0.579,0.256,0.165,,,Cl,,,,,90,120,Cu,Cl,,,,
GEYFIB,77.0,CN(C)C=O,CCO,O,,,0.379,0.299,0.321,,,[N+](=O)(O)[O-],,,,,65,48,Cu,NO3,,,,
KELJAN,90.0,O,,,,,1.0,,,,,,,,,,200,48,Cu,SO4,,,,
KOJZOZ,76.0,CN(C)C=O,CCO,C1=CC=NC=C1,,,0.673,0.297,0.03,,,,,,,,85,20,Cu,NO3,,,,
KUKQAK,65.0,O,CO,CC#N,,,0.716,0.159,0.124,,,,,,,,120,72,Cu,Cl,,,,
PEJMUO,68.0,O,CC#N,,,,0.742,0.258,,,,[N+](=O)(O)[O-],C(CO)N,,,,105,24,Cu,NO3,,,,
RAHNUL,80.0,CN(C)C=O,CS(=O)C,O,,,0.442,0.482,0.076,,,Cl,,,,,85,18,Cu,NO3,,,,
RAHPAT,87.0,CN(C)C=O,O,,,,0.539,0.461,,,,Cl,,,,,85,18,Cu,NO3,,,,
RUFZOJ,45.0,CN(C)C=O,O,CO,,,0.139,0.596,0.265,,,,,,,,60,72,Cu,NO3,,,,
SUNLAP,42.0,CN(C)C=O,O,,,,0.412,0.588,,,,N,,,,,80,336,Cu,NO3,,,,
WANHEB,,CN(C)C=O,CO,O,,,0.537,0.34,0.122,,,Cl,,,,,90,72,Cu,NO3,,,,
WANHUR,85.0,CN(C)C=O,CO,O,,,0.537,0.34,0.122,,,Cl,,,,,90,72,Cu,NO3,,,,
ZOJWAY,65.0,CN(C)C=O,O,,,,0.584,0.416,,,,[H+].[B-](F)(F)(F)F,,,,,60,4,Cu,NO3,,,,
ADASEF,,CN(C)C=O,,,,,1.0,,,,,,,,,,75,40,Cu,NO3,,,[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C1=NN=N[N]1)C(=O)[O-],
AVUDAX,44.0,CO,O,,,,0.64,0.36,,,,,,,,,25,672,Cu,Cl,,,N1=C[N]N([CH]1)Cc1cc(CN2[N]C=N[CH]2)cc(c1)CN1[N]C=N[CH]1,
BAHGUN,65.0,O,,,,,1.0,,,,,,,,,,180,72,Cu,NO3,,,[O-]C(=O)c1ccncc1,
BEXVEH,52.0,CC(=O)N(C)C,O,,,,0.163,0.837,,,,[N+](=O)(O)[O-],,,,,80,48,Cu,NO3,,,[O-]C(=O)c1cc(CCc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],[O-]C(=O)c1cc(OCc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
BOWNUY,,CN(C)C=O,,,,,1.0,,,,,[N+](=O)(O)[O-],,,,,85,48,Cu,CH3COO,,,N1=NN=C([N]1)c1cc(cc(c1)C1=NN=N[N]1)C1=NN=N[N]1,[N]1N=NC(=N1)c1cc(cc(c1)C1=NN=N[N]1)C1=NN=N[N]1
BUQWER,40.0,CN(C)C=O,,,,,1.0,,,,,Cl,,,,,25,336,Cu,Cl,,,[O-]C(=O)c1cccnc1,
CUGVUX,23.0,O,,,,,1.0,,,,,[OH-].[Na+],,,,,120,96,Cu,Cl,,,,
DANROC,,CN(C)C=O,O,,,,0.19,0.81,,,,CCN(CC)CC,,,,,25,168,Cu,H2O|ClO4,,,[O-]C(=O)CC(CC(=O)[O-])CC(=O)[O-],
DARBUU,75.0,C1CCOC1,,,,,1.0,,,,,,,,,,120,72,Cu,CN,,,[C]#N,
DEJCIF,,CN(C)C=O,CCO,,,,0.43,0.57,,,,,,,,,85,12,Cu,NO3,,,[O-]C(=O)c1cnccc1C(=O)[O-],
DITYEM,,O,,,,,1.0,,,,,,,,,,160,72,Cu,CN,,,[C]#N,n1ccc(cc1)C1=NN=C([N]1)c1ccncc1
EBATUZ,76.0,CN(C)C=O,,,,,1.0,,,,,[H+].[B-](F)(F)(F)F,,,,,85,24,Cu,I,,,[O-]C(=O)c1cc(cc(c1)C1=Cc2c(=C1)cc1c(=CC(=C1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c2)C(=O)[O-],
EBAVAH,65.0,CN(C)C=O,,,,,1.0,,,,,[H+].[B-](F)(F)(F)F,,,,,85,24,Cu,I,,,[O-]C(=O)c1cc(C#Cc2ccc(c3c2nsn3)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],
EJOQUR,52.0,CN(C)C=O,O,,,,0.072,0.928,,,,,,,,,85,16,Cu,Cl,,,[O-]C(=O)c1c(cccc1C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-],
ENESOH,34.0,O,CO,,,,0.692,0.308,,,,,,,,,85,96,Cu,Cl,,,O=C(Cn1cnnn1)Nc1cccnc1,
EPOTAF,47.0,CN(C)C=O,C1COCCO1,CO,,,0.394,0.357,0.249,,,Cl,,,,,80,24,Cu,NO3,,,[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],
EXOZIB,24.0,O,CO,,,,0.308,0.692,,,,C[O-].[Na+],,,,,25,504,Cu,NO3,,,[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-],
FECXES,62.0,O,CCO,,,,0.866,0.134,,,,[N+](=O)(O)[O-],,,,,100,72,Cu,NO3,,,[O-]C(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],
GAWMAU,78.2,O,,,,,1.0,,,,,C(CN)N,,,,,25,168,Cu,NO3,,,O=C1O[Cu]OC(=O)CN(C1)C1=NC(=[N]=C([N]1)N(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-],
GEWXAJ,60.0,O,,,,,1.0,,,,,[OH-].[Na+],,,,,120,72,Cu,SO4,,,[O-]C(=O)c1cccc(c1)C(=O)[O-],
GIXMUX,86.0,O,CO,,,,0.692,0.308,,,,,,,,,100,24,Cu,OAc,,,[O-]C(=O)CC(C(=O)[O-])O,n1ccc(cc1)C=Cc1ccncc1
GUJREK,72.0,O,CC#N,,,,0.742,0.258,,,,,,,,,140,5,Cu,Cl,,,[O-]C(=O)c1cccc(c1)n1c(C)nnc1c1ccc(s1)c1nnc(n1c1cccc(c1)C(=O)[O-])C,
HAWZEM,,CN(C)C=O,,,,,1.0,,,,,,,,,,120,120,Cu,NO3,,,[O-]C(=O)c1ccncc1,
IDAGEA,70.0,O,CCO,,,,0.866,0.134,,,,[OH-].[Na+],,,,,25,252,Cu,NO3,,,NC(C(=O)[O-])Cc1ccccc1,n1ccc(cc1)c1ccncc1
JUTCIM,76.0,CC(=O)N(C)C,CCO,O,,,0.308,0.164,0.528,,,C(CO)O,,,,,85,24,Cu,NO3,,,[O-]C(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O,
KADLOT,,CN(C)C=O,CC#N,,,,0.669,0.331,,,,,,,,,85,48,Cu,I,,,[O-]C(=O)c1ccc(cc1)c1cncnc1,
KOMFUO,55.0,O,,,,,1.0,,,,,,,,,,25,252,Cu,NO3,,,n1ncn(c1)n1cnnc1,
LABJUV,48.0,CC#N,,,,,1.0,,,,,,,,,,175,72,Cu,I|BF4,,,n1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1,
