CMPD_CHEMBLID,exp,smiles,inchi,selfies,exp_cat
CHEMBL2207655,2.54,CC1(O)CN(C1)S(=O)(=O)c2ccc3C(=CNC(=O)c3c2)C(=O)NC[C@@H](O)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,"InChI=1S/C28H32Cl2N4O7S/c1-28(38)15-34(16-28)42(39,40)20-3-4-21-22(11-20)26(36)32-13-23(21)27(37)31-12-17(35)14-33-8-6-18(7-9-33)41-19-2-5-24(29)25(30)10-19/h2-5,10-11,13,17-18,35,38H,6-9,12,14-16H2,1H3,(H,31,37)(H,32,36)/t17-/m1/s1",[C][C][Branch1][C][O][C][N][Branch1][Ring2][C][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][=N][=C][N][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring1][O][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][O][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],large
CHEMBL789,0.97,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)",[N][C][Branch2][Ring1][P][C][C][=C][C][Branch1][C][I][=C][Branch1][S][O][C][=C][C][=C][Branch1][C][O][C][Branch1][C][I][=C][Ring1][Branch2][C][Branch1][C][I][=C][Ring1][P][C][=Branch1][C][=O][O],medium
CHEMBL51931,2.6,O=C1C(=O)c2ccccc2c3ccccc13,InChI=1S/C14H8O2/c15-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14(13)16/h1-8H,[O][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1],large
CHEMBL235789,1.84,Clc1ccc(CN2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,"InChI=1S/C23H32ClN3O/c24-21-2-1-16(14-27-5-3-25-4-6-27)10-20(21)22(28)26-15-23-11-17-7-18(12-23)9-19(8-17)13-23/h1-2,10,17-19,25H,3-9,11-15H2,(H,26,28)",[Cl][C][=C][C][=C][Branch1][#Branch2][C][N][C][C][N][C][C][Ring1][=Branch1][C][=C][Ring1][=N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],medium
CHEMBL443684,0.64,CC1(C)CCC(=C(CN2CCN(CC2)c3ccc(cc3)C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc6ccccc6)c(c4)S(=O)(=O)C(F)(F)F)C1)c7ccc(Cl)cc7,"InChI=1S/C47H55ClF3N5O6S3/c1-46(2)20-18-42(34-8-12-37(48)13-9-34)36(31-46)32-55-22-24-56(25-23-55)39-14-10-35(11-15-39)45(57)53-65(60,61)41-16-17-43(44(30-41)64(58,59)47(49,50)51)52-38(19-21-54-26-28-62-29-27-54)33-63-40-6-4-3-5-7-40/h3-17,30,38,52H,18-29,31-33H2,1-2H3,(H,53,57)/t38-/m1/s1",[C][C][Branch1][C][C][C][C][C][=Branch2][#Branch1][#C][=C][Branch2][#Branch1][#Branch1][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C@H1][Branch1][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][Branch1][=C][Ring2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][Ring2][Branch1][=Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],small
CHEMBL273235,2.4,Fc1ccc(cc1)n2cc(C3CCNCC3)c4cc(Cl)ccc24,"InChI=1S/C19H18ClFN2/c20-14-1-6-19-17(11-14)18(13-7-9-22-10-8-13)12-23(19)16-4-2-15(21)3-5-16/h1-6,11-13,22H,7-10H2",[F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Branch1][=Branch2][C][C][C][N][C][C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][S][Ring1][#Branch1],large
CHEMBL1270671,3.52,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ccoc34)n2)c1,"InChI=1S/C19H16N4O3S/c1-27(24,25)15-6-3-5-14(12-15)21-19-20-10-8-17(23-19)22-16-7-2-4-13-9-11-26-18(13)16/h2-12H,1H3,(H2,20,21,22,23)",[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=N][C][=C][C][Branch1][#C][N][C][=C][C][=C][C][C][=C][O][C][Ring1][=Branch2][=Ring1][Branch1][=N][Ring1][S][=C][Ring2][Ring1][#Branch1],very large
CHEMBL2152906,4.4,CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cc(ccn5)C#CC,"InChI=1S/C30H25FN4O/c1-4-8-20-13-14-33-26(16-20)21-9-6-10-22(17-21)30(23-15-19(3)29(36)35(5-2)18-23)24-11-7-12-25(31)27(24)28(32)34-30/h6-7,9-18H,5H2,1-3H3,(H2,32,34)/t30-/m0/s1",[C][C][N][C][=C][Branch1][#Branch2][C][=C][Branch1][C][C][C][Ring1][#Branch1][=O][C@@][Branch2][Ring1][Ring1][N][=C][Branch1][C][N][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][O][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][#C][C],very large
CHEMBL11336,1.82,COC(=O)NC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccc(F)cc2,"InChI=1S/C20H20F4N4O5/c1-10(2)15(16(30)20(22,23)24)27-14(29)9-28-17(11-4-6-12(21)7-5-11)25-8-13(18(28)31)26-19(32)33-3/h4-8,10,15H,9H2,1-3H3,(H,26,32)(H,27,29)",[C][O][C][=Branch1][C][=O][N][C][=C][N][=C][Branch2][Ring2][Ring2][N][Branch2][Ring1][O][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][Ring2][Ring1][Ring2][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],medium
CHEMBL2315158,1.9,CCCCNc1nc(N)c2NC(=O)N(Cc3ccc(OCCN(C)C)nc3)c2n1,"InChI=1S/C19H28N8O2/c1-4-5-8-21-18-24-16(20)15-17(25-18)27(19(28)23-15)12-13-6-7-14(22-11-13)29-10-9-26(2)3/h6-7,11H,4-5,8-10,12H2,1-3H3,(H,23,28)(H3,20,21,24,25)",[C][C][C][C][N][C][=N][C][Branch1][C][N][=C][N][C][=Branch1][C][=O][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][N][=C][Ring1][N][C][Ring2][Ring1][Ring1][=N][Ring2][Ring1][Branch2],medium
CHEMBL1762,-0.15,CC(N)C(=O)Nc1c(C)cccc1C,"InChI=1S/C11H16N2O/c1-7-5-4-6-8(2)10(7)13-11(14)9(3)12/h4-6,9H,12H2,1-3H3,(H,13,14)",[C][C][Branch1][C][N][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C],small
CHEMBL550777,1.19,NC1CCN(CC1)c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl,"InChI=1S/C22H31ClN4O/c23-19-18(1-4-25-20(19)27-5-2-17(24)3-6-27)21(28)26-13-22-10-14-7-15(11-22)9-16(8-14)12-22/h1,4,14-17H,2-3,5-13,24H2,(H,26,28)",[N][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=C][C][Branch2][Ring1][O][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][=C][Ring2][Ring1][Ring2][Cl],medium
CHEMBL1163879,2.92,COc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3,"InChI=1S/C20H20FNO3/c1-25-18-8-4-16(5-9-18)20(24)22-12-10-15(11-13-22)19(23)14-2-6-17(21)7-3-14/h2-9,15H,10-13H2,1H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],large
CHEMBL554169,1.02,Cc1ccc(OC(=O)N2CCN3CCC2CC3)cc1,"InChI=1S/C15H20N2O2/c1-12-2-4-14(5-3-12)19-15(18)17-11-10-16-8-6-13(17)7-9-16/h2-5,13H,6-11H2,1H3",[C][C][=C][C][=C][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][N][C][C][N][C][C][C][Ring1][#Branch1][C][C][Ring1][=Branch1][C][=C][Ring2][Ring1][C],medium
CHEMBL2062564,3.44,CC(=O)Nc1ccc2cnn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,"InChI=1S/C19H16N8O/c1-11(28)23-15-3-2-12-9-21-26(16(12)6-15)18-7-17(24-14-4-5-14)27-19(25-18)13(8-20)10-22-27/h2-3,6-7,9-10,14,24H,4-5H2,1H3,(H,23,28)",[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=N][N][Branch2][Ring1][#Branch2][C][C][=C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][N][N][=C][C][Branch1][Ring1][C][#N][=C][Ring1][#Branch1][N][=Ring1][#C][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2],very large
CHEMBL561339,0.77,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(O)c1,"InChI=1S/C24H28N2O3/c1-3-26(4-2)23(28)17-9-10-18(21(27)15-17)20-16-24(11-13-25-14-12-24)29-22-8-6-5-7-19(20)22/h5-10,15-16,25,27H,3-4,11-14H2,1-2H3",[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch2][C][=C][C][Branch1][Branch2][C][C][N][C][C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1][C][Branch1][C][O][=C][Ring2][Ring1][=Branch1],small
CHEMBL1682810,3.8,CN1CCOc2nc(ccc12)C#Cc3ccccc3,"InChI=1S/C16H14N2O/c1-18-11-12-19-16-15(18)10-9-14(17-16)8-7-13-5-3-2-4-6-13/h2-6,9-10H,11-12H2,1H3",[C][N][C][C][O][C][=N][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][#C][C][=C][C][=C][C][=C][Ring1][=Branch1],very large
CHEMBL1536083,4.03,CCOC(=O)CN(c1ccccc1C)S(=O)(=O)c2ccc(Cl)cc2,"InChI=1S/C17H18ClNO4S/c1-3-23-17(20)12-19(16-7-5-4-6-13(16)2)24(21,22)15-10-8-14(18)9-11-15/h4-11H,3,12H2,1-2H3",[C][C][O][C][=Branch1][C][=O][C][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],very large
CHEMBL1950730,1.32,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)Cc3ccccc3,"InChI=1S/C25H38N4O3/c1-18(26-2)24(31)28-23(20-12-7-4-8-13-20)25(32)27-21-14-9-15-29(17-21)22(30)16-19-10-5-3-6-11-19/h3,5-6,10-11,18,20-21,23,26H,4,7-9,12-17H2,1-2H3,(H,27,32)(H,28,31)/t18-,21-,23-/m0/s1",[C][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL60066,1.38,[O-][n+]1cc(ccc1Cl)C(=O)Nc2ccc(F)cc2,"InChI=1S/C12H8ClFN2O2/c13-11-6-1-8(7-16(11)18)12(17)15-10-4-2-9(14)3-5-10/h1-7H,(H,15,17)",[O-1][N+1][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],medium
CHEMBL1927039,3.01,N#Cc1ccc(Nc2nccc(NC3CC3)n2)cc1,"InChI=1S/C14H13N5/c15-9-10-1-3-12(4-2-10)18-14-16-8-7-13(19-14)17-11-5-6-11/h1-4,7-8,11H,5-6H2,(H2,16,17,18,19)",[N][#C][C][=C][C][=C][Branch2][Ring1][C][N][C][=N][C][=C][C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][=N][Ring1][#Branch2][C][=C][Ring1][P],large
CHEMBL403813,1.22,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3C#N,"InChI=1S/C23H21N5O/c24-13-19-12-16(15-28-10-3-11-28)14-26-22(19)17-6-8-18(9-7-17)23(29)27-21-5-2-1-4-20(21)25/h1-2,4-9,12,14H,3,10-11,15,25H2,(H,27,29)",[N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=C][Branch1][Branch2][C][N][C][C][C][Ring1][Ring2][C][=C][Ring1][O][C][#N],medium
CHEMBL2086688,2.3,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OCC(F)F,"InChI=1S/C19H20F2N6O3/c1-13-10-26(19(28)30-12-17(20)21)4-5-27(13)18-24-8-16(9-25-18)29-11-14-2-3-23-7-15(14)6-22/h2-3,7-9,13,17H,4-5,10-12H2,1H3/t13-/m1/s1",[C][C@@H1][C][N][Branch2][Ring1][N][C][C][N][Ring1][=Branch1][C][=N][C][=C][Branch1][=N][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][#N][C][=N][Ring1][S][C][=Branch1][C][=O][O][C][C][Branch1][C][F][F],large
CHEMBL430507,2.4,CN(C)CC(O)COc1ccc(Nc2nccc(n2)N(CC#N)c3cc(Cl)ccc3Cl)cc1,"InChI=1S/C23H24Cl2N6O2/c1-30(2)14-18(32)15-33-19-6-4-17(5-7-19)28-23-27-11-9-22(29-23)31(12-10-26)21-13-16(24)3-8-20(21)25/h3-9,11,13,18,32H,12,14-15H2,1-2H3,(H,27,28,29)",[C][N][Branch1][C][C][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch2][Ring1][=C][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][Ring2][C][C][#N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][=Branch2],large
CHEMBL1762536,3.8,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCC4)n1)c5cc(CO)ccc5C,"InChI=1S/C27H34N6O2/c1-20-5-6-21(19-34)15-25(20)31(2)26-7-8-28-27(30-26)29-22-16-23(32-9-3-4-10-32)18-24(17-22)33-11-13-35-14-12-33/h5-8,15-18,34H,3-4,9-14,19H2,1-2H3,(H,28,29,30)",[C][N][Branch2][Ring2][=Branch2][C][=C][C][=N][C][Branch2][Ring1][=N][N][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][N][C][C][C][C][Ring1][Branch1][=N][Ring2][Ring1][Branch2][C][=C][C][Branch1][Ring1][C][O][=C][C][=C][Ring1][Branch2][C],very large
CHEMBL87277,3.97,Cn1nc(cc1NC(=O)Nc2ccc(Cl)cc2)C(C)(C)C,"InChI=1S/C15H19ClN4O/c1-15(2,3)12-9-13(20(4)19-12)18-14(21)17-11-7-5-10(16)6-8-11/h5-9H,1-4H3,(H2,17,18,21)",[C][N][N][=C][Branch2][Ring1][=Branch1][C][=C][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][C],very large
CHEMBL878,1.64,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,"InChI=1S/C16H16ClN3O3S/c1-9-5-3-4-6-14(9)20-10(2)19-13-8-12(17)15(24(18,22)23)7-11(13)16(20)21/h3-8,10,19H,1-2H3,(H2,18,22,23)",[C][C][N][C][=C][C][Branch1][C][Cl][=C][Branch2][Ring1][Branch1][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][N],medium
CHEMBL499864,2.94,Cn1cnc(c2ccccc2)c1C#Cc3ccnc(N)n3,"InChI=1S/C16H13N5/c1-21-11-19-15(12-5-3-2-4-6-12)14(21)8-7-13-9-10-18-16(17)20-13/h2-6,9-11H,1H3,(H2,17,18,20)",[C][N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][O][C][#C][C][=C][C][=N][C][Branch1][C][N][=N][Ring1][#Branch1],large
CHEMBL1610495,3.1,CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,"InChI=1S/C13H10BrClN2O2/c1-16-13(19)10-6-9(12(14)17-10)11(18)7-2-4-8(15)5-3-7/h2-6,17H,1H3,(H,16,19)",[C][N][C][=Branch1][C][=O][C][=C][C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Branch1][C][Br][NH1][Ring1][#C],large
CHEMBL2325622,1.0,CN1CC(C1)n2nccc2c3cc(Cl)ccc3Oc4cc(F)c(cc4F)S(=O)(=O)Nc5ncns5,"InChI=1S/C21H17ClF2N6O3S2/c1-29-9-13(10-29)30-17(4-5-26-30)14-6-12(22)2-3-18(14)33-19-7-16(24)20(8-15(19)23)35(31,32)28-21-25-11-27-34-21/h2-8,11,13H,9-10H2,1H3,(H,25,27,28)",[C][N][C][C][Branch1][Ring2][C][Ring1][Ring2][N][N][=C][C][=C][Ring1][Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][=C][C][Branch1][C][F][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][F][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=N][S][Ring1][Branch1],medium
CHEMBL1081627,4.1,Oc1ccc(Nc2nc(cs2)c3ccc(cc3)C#N)cc1,"InChI=1S/C16H11N3OS/c17-9-11-1-3-12(4-2-11)15-10-21-16(19-15)18-13-5-7-14(20)8-6-13/h1-8,10,20H,(H,18,19)",[O][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C][=C][Ring2][Ring1][Ring2],very large
CHEMBL198497,2.09,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,"InChI=1S/C33H41N3O4S/c1-4-36(33(38)24-26-10-16-31(17-11-26)41(3,39)40)30-18-21-35(22-19-30)23-20-32(27-8-6-5-7-9-27)28-12-14-29(15-13-28)34-25(2)37/h5-17,30,32H,4,18-24H2,1-3H3,(H,34,37)",[C][C][N][Branch2][Ring2][#Branch2][C][C][C][N][Branch2][Ring1][=C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][=C][Ring1][#Branch2][C][C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],medium
CHEMBL453261,2.74,Cc1ccc(cc1)S(=O)(=O)c2ccccc2,"InChI=1S/C13H12O2S/c1-11-7-9-13(10-8-11)16(14,15)12-5-3-2-4-6-12/h2-10H,1H3",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL2325987,2.4,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(F)cc4,"InChI=1S/C20H23FN6O/c1-13(14-2-4-15(21)5-3-14)26-19(28)20(22)7-10-27(11-8-20)18-16-6-9-23-17(16)24-12-25-18/h2-6,9,12-13H,7-8,10-11,22H2,1H3,(H,26,28)(H,23,24,25)",[C][C][Branch2][Ring1][S][N][C][=Branch1][C][=O][C][Branch1][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][#Branch1][C][=N][C][=N][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],large
CHEMBL518760,2.52,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCCCC4,"InChI=1S/C24H27F2N5O2/c1-33-22-13-20-16(12-21(22)28-7-10-31-8-3-2-4-9-31)23(17(14-29-20)24(27)32)30-19-6-5-15(25)11-18(19)26/h5-6,11-14,28H,2-4,7-10H2,1H3,(H2,27,32)(H,29,30)",[C][O][C][=C][C][=N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=C][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch1][N][C][C][N][C][C][C][C][C][Ring1][=Branch1],large
CHEMBL1917444,1.01,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,"InChI=1S/C19H19NO3S/c1-12-4-9-17-16(10-12)19(13(2)20(17)11-18(21)22)24-15-7-5-14(23-3)6-8-15/h4-10H,11H2,1-3H3,(H,21,22)",[C][O][C][=C][C][=C][Branch2][Ring1][=N][S][C][=C][Branch1][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1],medium
CHEMBL1916281,1.21,CC(NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,"InChI=1S/C24H30N4O3S/c1-16-12-14-20(15-13-16)32(30,31)27-22-21(23(29)25-18(3)24(4,5)6)17(2)26-28(22)19-10-8-7-9-11-19/h7-15,18,27H,1-6H3,(H,25,29)",[C][C][Branch2][Ring2][=C][N][C][=Branch1][C][=O][C][C][Branch1][C][C][=N][N][Branch2][Ring1][#Branch1][C][=Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],medium
CHEMBL1917418,2.18,Cc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,"InChI=1S/C18H16ClNO2S/c1-11-3-8-16-15(9-11)18(12(2)20(16)10-17(21)22)23-14-6-4-13(19)5-7-14/h3-9H,10H2,1-2H3,(H,21,22)",[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][=N][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Branch1][C][C][N][Ring1][#C][C][C][=Branch1][C][=O][O],large
CHEMBL556667,3.4,Clc1cccc(NC(=O)c2ccccn2)c1,"InChI=1S/C12H9ClN2O/c13-9-4-3-5-10(8-9)15-12(16)11-6-1-2-7-14-11/h1-8H,(H,15,16)",[Cl][C][=C][C][=C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring1][#C],very large
CHEMBL1481,1.73,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O,"InChI=1S/C24H34N4O5S/c1-4-21-17(3)15-28(22(21)29)24(31)25-14-13-18-7-11-20(12-8-18)34(32,33)27-23(30)26-19-9-5-16(2)6-10-19/h7-8,11-12,16,19H,4-6,9-10,13-15H2,1-3H3,(H,25,31)(H2,26,27,30)/t16-,19-",[C][C][C][=C][Branch1][C][C][C][N][Branch2][Ring2][#Branch2][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@@H1][C][C][C@@H1][Branch1][C][C][C][C][Ring1][#Branch1][C][Ring2][Ring1][#C][=O],medium
CHEMBL1938681,3.0,Clc1ccc(cc1)c2oc(cc2)C(=O)N(Cc3ccccn3)c4ccc(cc4)N5CCNCC5,"InChI=1S/C27H25ClN4O2/c28-21-6-4-20(5-7-21)25-12-13-26(34-25)27(33)32(19-22-3-1-2-14-30-22)24-10-8-23(9-11-24)31-17-15-29-16-18-31/h1-14,29H,15-19H2",[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][=Branch1][Branch1][=C][C][=Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][N][C][C][Ring1][=Branch1],large
CHEMBL559696,2.18,O=C1NC=Nc2scc(c3cccs3)c12,"InChI=1S/C10H6N2OS2/c13-9-8-6(7-2-1-3-14-7)4-15-10(8)12-5-11-9/h1-5H,(H,11,12,13)",[O][=C][N][C][=N][C][S][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][Ring1][=C][=Ring1][#Branch2],large
