iupac,smiles,expt,calc,inchi,selfies,expt_cat
endosulfan alpha,C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,-4.23,-9.785,"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2/t3-,4+,7-,8+,19?",[C][C@@H1][C@H1][Branch1][#Branch2][C][O][S][=Branch1][C][=O][O][Ring1][Branch2][C@@][Branch2][Ring1][#Branch1][C][=Branch2][Ring1][C][=C][Branch1][=C][C@][Ring1][O][Branch1][Branch2][C][Ring1][Branch1][Branch1][C][Cl][Cl][Cl][Cl][Cl][Cl],large
1-(4-methoxyphenyl)ethanone,CC(=O)c1ccc(cc1)OC,-4.4,-6.575,"InChI=1S/C9H10O2/c1-7(10)8-3-5-9(11-2)6-4-8/h3-6H,1-2H3",[C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C],large
prop-2-en-1-ol,C=CCO,-5.03,-3.286,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",[C][=C][C][O],large
methylsulfanylethane,CCSC,-1.5,0.386,"InChI=1S/C3H8S/c1-3-4-2/h3H2,1-2H3",[C][C][S][C],very large
pentyl acetate,CCCCCOC(=O)C,-2.51,-2.565,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",[C][C][C][C][C][O][C][=Branch1][C][=O][C],large
"1,2,3,5-tetrachlorobenzene",c1c(cc(c(c1Cl)Cl)Cl)Cl,-1.62,0.136,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,[C][=C][Branch1][=C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl],very large
1-phenylethanone,CC(=O)c1ccccc1,-4.58,-5.078,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],large
chloroethane,CCCl,-0.63,0.775,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",[C][C][Cl],very large
propylcyclopentane,CCCC1CCCC1,2.13,2.102,"InChI=1S/C8H16/c1-2-5-8-6-3-4-7-8/h8H,2-7H2,1H3",[C][C][C][C][C][C][C][C][Ring1][Branch1],very large
"1,3,5-trichlorobenzene",c1c(cc(cc1Cl)Cl)Cl,-0.78,0.326,InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H,[C][=C][Branch1][O][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl],very large
propyl paraben,CCCOC(=O)c1ccc(cc1)O,-9.37,-8.945,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",[C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],medium
3-chlorophenol,c1cc(cc(c1)Cl)O,-6.62,-5.018,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][O],large
3-methylbutan-1-ol,CC(C)CCO,-4.42,-3.237,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",[C][C][Branch1][C][C][C][C][O],large
pentan-1-amine,CCCCCN,-4.09,-2.835,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",[C][C][C][C][C][N],large
terbacil,Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,-11.14,-13.769,"InChI=1S/C9H13ClN2O2/c1-5-6(10)7(13)12(8(14)11-5)9(2,3)4/h1-4H3,(H,11,14)",[C][C][=C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][Branch1][Branch2][C][=Branch1][C][=O][NH1][Ring1][Branch2][C][Branch1][C][C][Branch1][C][C][C][Cl],medium
"2,2,5-trimethylhexane",CC(C)CCC(C)(C)C,2.93,2.97,"InChI=1S/C9H20/c1-8(2)6-7-9(3,4)5/h8H,6-7H2,1-5H3",[C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C],very large
2-butoxyethanol,CCCCOCCO,-6.25,-3.85,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",[C][C][C][C][O][C][C][O],large
endrin,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,-4.82,-5.179,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4+,5-,6-,7+,10-,11+",[C][C@@H1][C@H1][C@@H1][Branch1][O][C@H1][Ring1][Branch1][C@H1][C@@H1][Ring1][=Branch1][O][Ring1][Ring1][C@@][Branch2][Ring1][#Branch1][C][=Branch2][Ring1][C][=C][Branch1][=C][C@][Ring1][#Branch2][Branch1][Branch2][C][Ring1][Branch1][Branch1][C][Cl][Cl][Cl][Cl][Cl][Cl],large
benzamide,c1ccc(cc1)C(=O)N,-11.0,-10.412,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N],medium
2-nitropropane,CC(C)[N+](=O)[O-],-3.13,-1.741,"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",[C][C][Branch1][C][C][N+1][=Branch1][C][=O][O-1],large
glycerol,C(C(CO)O)O,-13.43,-10.14,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",[C][Branch1][#Branch1][C][Branch1][Ring1][C][O][O][O],medium
1-iodopropane,CCCI,-0.53,-0.443,"InChI=1S/C3H7I/c1-2-3-4/h2-3H2,1H3",[C][C][C][I],very large
2-methoxyethanamine,COCCN,-6.55,-5.027,"InChI=1S/C3H9NO/c1-5-3-2-4/h2-4H2,1H3",[C][O][C][C][N],large
"1,1,1,2-tetrachloroethane",C(C(Cl)(Cl)Cl)Cl,-1.43,-0.091,"InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2",[C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][Cl],very large
methyl propanoate,CCC(=O)OC,-2.93,-3.652,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",[C][C][C][=Branch1][C][=O][O][C],large
cyclopentane,C1CCCC1,1.2,1.648,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,[C][C][C][C][C][Ring1][Branch1],very large
3-ethylpyridine,CCc1cccnc1,-4.59,-2.965,"InChI=1S/C7H9N/c1-2-7-4-3-5-8-6-7/h3-6H,2H2,1H3",[C][C][C][=C][C][=C][N][=C][Ring1][=Branch1],large
"3,5-dimethylpyridine",Cc1cc(cnc1)C,-4.84,-2.869,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3",[C][C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C],large
2-methoxyethanol,COCCO,-6.619999999999999,-4.686,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",[C][O][C][C][O],large
methyl formate,COC=O,-2.78,-4.028,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",[C][O][C][=O],large
naphthalen-2-amine,c1ccc2cc(ccc2c1)N,-7.47,-8.003,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2",[C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N],large
4-methyl-1H-imidazole,Cc1c[nH]cn1,-10.27,-8.205,"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)",[C][C][=C][NH1][C][=N][Ring1][Branch1],medium
1-methyl-3-nitro-benzene,Cc1cccc(c1)[N+](=O)[O-],-3.45,-3.278,"InChI=1S/C7H7NO2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3",[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],large
"1,4-dichlorobutane",C(CCCl)CCl,-2.32,-0.404,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,[C][Branch1][Ring2][C][C][Cl][C][Cl],very large
nitroxyacetone,CC(=O)CO[N+](=O)[O-],-5.99,-5.362,"InChI=1S/C3H5NO4/c1-3(5)2-8-4(6)7/h2H2,1H3",[C][C][=Branch1][C][=O][C][O][N+1][=Branch1][C][=O][O-1],large
tert-butylbenzene,CC(C)(C)c1ccccc1,-0.44,-0.803,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],very large
methyl hexanoate,CCCCCC(=O)OC,-2.49,-3.299,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3",[C][C][C][C][C][C][=Branch1][C][=O][O][C],large
"1,1,1-trifluoropropan-2-ol",C[C@@H](C(F)(F)F)O,-4.16,-3.518,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m0/s1",[C][C@@H1][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O],large
1-bromo-pentane,CCCCCBr,-0.1,0.824,"InChI=1S/C5H11Br/c1-2-3-4-5-6/h2-5H2,1H3",[C][C][C][C][C][Br],very large
oct-1-ene,CCCCCCC=C,1.92,2.895,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",[C][C][C][C][C][C][C][=C],very large
6-isopropyl-3-methyl-1-cyclohex-2-enone,CC1=CC(=O)[C@@H](CC1)C(C)C,-4.51,-3.825,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h6-7,9H,4-5H2,1-3H3/t9-/m0/s1",[C][C][=C][C][=Branch1][C][=O][C@@H1][Branch1][Branch1][C][C][Ring1][#Branch1][C][Branch1][C][C][C],large
propan-2-ol,CC(C)O,-4.74,-3.427,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",[C][C][Branch1][C][C][O],large
hexan-1-amine,CCCCCCN,-3.95,-2.772,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",[C][C][C][C][C][C][N],large
3-nitrooxypropyl nitrate,C(CO[N+](=O)[O-])CO[N+](=O)[O-],-4.8,-5.322,InChI=1S/C3H6N2O6/c6-4(7)10-2-1-3-11-5(8)9/h1-3H2,[C][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O-1][C][O][N+1][=Branch1][C][=O][O-1],large
"2,4-dimethylphenol",Cc1ccc(c(c1)C)O,-6.01,-4.98,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",[C][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O],large
pentan-1-ol,CCCCCO,-4.57,-3.054,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",[C][C][C][C][C][O],large
pentan-2-ol,CCC[C@@H](C)O,-4.39,-2.945,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3/t5-/m1/s1",[C][C][C][C@@H1][Branch1][C][C][O],large
3-methylheptane,CCCC[C@@H](C)CC,2.97,3.03,"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3/t8-/m0/s1",[C][C][C][C][C@@H1][Branch1][C][C][C][C],very large
ibuprofen,C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O,-7.0,-10.857,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/t10-/m0/s1",[C][C@@H1][Branch1][P][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O],large
diethyl (2R)-2-dimethoxyphosphinothioylsulfanylbutanedioate,CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC,-8.15,-11.194,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3/t8-/m1/s1",[C][C][O][C][=Branch1][C][=O][C][C@H1][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][S][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][C],medium
"3,4-dimethylphenol",Cc1ccc(cc1C)O,-6.5,-5.471,"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",[C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][O],large
4-chloro-3-methyl-phenol,Cc1cc(ccc1Cl)O,-6.79,-5.14,"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3",[C][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][Cl][O],large
hept-2-ene,CCCC/C=C/C,1.68,2.78,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3/b5-3+",[C][C][C][C][/C][=C][/C],very large
1-propoxypropane,CCCOCCC,-1.16,-0.004,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",[C][C][C][O][C][C][C],very large
"(1R,2S,5R)-2-isopropyl-5-methylcyclohexanol",C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,-3.2,-3.35,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1",[C][C@@H1][C][C][C@H1][Branch1][Branch2][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][O][C][Branch1][C][C][C],large
terbutryn,CCNc1nc(nc(n1)SC)NC(C)(C)C,-6.68,-9.271,"InChI=1S/C10H19N5S/c1-6-11-7-12-8(15-10(2,3)4)14-9(13-7)16-5/h6H2,1-5H3,(H2,11,12,13,14,15)",[C][C][N][C][=N][C][=Branch1][#Branch2][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][S][C][N][C][Branch1][C][C][Branch1][C][C][C],large
"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,2.89,2.542,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",[C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C],very large
nonan-5-one,CCCCC(=O)CCCC,-2.64,-2.364,"InChI=1S/C9H18O/c1-3-5-7-9(10)8-6-4-2/h3-8H2,1-2H3",[C][C][C][C][C][=Branch1][C][=O][C][C][C][C],large
pebulate,CCCCN(CC)C(=O)SCCC,-3.64,-4.573,"InChI=1S/C10H21NOS/c1-4-7-8-11(6-3)10(12)13-9-5-2/h4-9H2,1-3H3",[C][C][C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][S][C][C][C],large
hept-1-ene,CCCCCC=C,1.66,2.761,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",[C][C][C][C][C][C][=C],very large
isopropyl formate,CC(C)OC=O,-2.02,-3.591,"InChI=1S/C4H8O2/c1-4(2)6-3-5/h3-4H,1-2H3",[C][C][Branch1][C][C][O][C][=O],very large
1-acetoxyethyl acetate,CC(OC(=O)C)OC(=O)C,-4.97,-8.006,"InChI=1S/C6H10O4/c1-4(7)9-6(3)10-5(2)8/h6H,1-3H3",[C][C][Branch1][#Branch1][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C],large
5-chlorouracil,c1c(c(=O)[nH]c(=O)[nH]1)Cl,-17.74,-16.612,"InChI=1S/C4H3ClN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",[C][=C][Branch1][=N][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][NH1][Ring1][Branch2][Cl],small
isopropenylbenzene,CC(=C)c1ccccc1,-1.24,-0.651,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3",[C][C][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],very large
isopentane,CCC(C)C,2.38,2.59,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",[C][C][C][Branch1][C][C][C],very large
butyl nitrate,CCCCO[N+](=O)[O-],-2.09,-1.938,"InChI=1S/C4H9NO3/c1-2-3-4-8-5(6)7/h2-4H2,1H3",[C][C][C][C][O][N+1][=Branch1][C][=O][O-1],very large
bromobenzene,c1ccc(cc1)Br,-1.46,-0.947,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br],very large
"1,1,1-trichloroethane",CC(Cl)(Cl)Cl,-0.19,0.505,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",[C][C][Branch1][C][Cl][Branch1][C][Cl][Cl],very large
4-(1-Methylethenyl)-1-cyclohexene-1-carboxaldehyde,CC(=C)[C@H]1CCC(=CC1)C=O,-4.09,-3.591,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3/t10-/m1/s1",[C][C][=Branch1][C][=C][C@H1][C][C][C][=Branch1][Branch1][=C][C][Ring1][=Branch1][C][=O],large
1-methyl-2-nitro-benzene,Cc1ccccc1[N+](=O)[O-],-3.58,-3.133,"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],large
1-iodoheptane,CCCCCCCI,0.27,0.228,"InChI=1S/C7H15I/c1-2-3-4-5-6-7-8/h2-7H2,1H3",[C][C][C][C][C][C][C][I],very large
pyrene,c1cc2ccc3cccc4c3c2c(c1)cc4,-4.52,-6.79,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,[C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][Ring2][=C][Ring1][=C][C][=C][Ring1][#Branch1],large
1-chloro-pentane,CCCCCCl,-0.1,1.084,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",[C][C][C][C][C][Cl],very large
isobutyl acetate,CC(C)COC(=O)C,-2.36,-2.896,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",[C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C],large
"2,2-dimethylbutane",CCC(C)(C)C,2.51,2.495,"InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3",[C][C][C][Branch1][C][C][Branch1][C][C][C],very large
methyl 2-cyanoacetate,COC(=O)CC#N,-6.72,-6.36,"InChI=1S/C4H5NO2/c1-7-4(6)2-3-5/h2H2,1H3",[C][O][C][=Branch1][C][=O][C][C][#N],large
4-methoxyaniline,COc1ccc(cc1)N,-7.48,-7.016,"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N],large
isobutylbenzene,CC(C)Cc1ccccc1,0.16,-0.257,"InChI=1S/C10H14/c1-9(2)8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",[C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],very large
"1,3,5-trichloro-2-phenyl-benzene",c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,-2.16,-1.151,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][O][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl],very large
methanamine,CN,-4.55,-3.583,"InChI=1S/CH5N/c1-2/h2H2,1H3",[C][N],large
2-chlorophenol,c1ccc(c(c1)O)Cl,-4.55,-3.317,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",[C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][Cl],large
"2-amino-9,10-anthraquinone",c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N,-11.53,-13.895,"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2",[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][=C][Ring1][=Branch1][C][Ring1][N][=O][N],medium
"(Z)-1,2-dichloroethylene",C(=C\Cl)\Cl,-1.17,1.156,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-,[C][=Branch1][Ring1][=C][\Cl][\Cl],very large
hexan-2-one,CCCCC(=O)C,-3.28,-3.006,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",[C][C][C][C][C][=Branch1][C][=O][C],large
"1,2-dinitroxyethane",C(CO[N+](=O)[O-])O[N+](=O)[O-],-5.73,-6.227,InChI=1S/C2H4N2O6/c5-3(6)9-1-2-10-4(7)8/h1-2H2,[C][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O-1][O][N+1][=Branch1][C][=O][O-1],large
2-fluorophenol,c1ccc(c(c1)O)F,-5.29,-3.346,"InChI=1S/C6H5FO/c7-5-3-1-2-4-6(5)8/h1-4,8H",[C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][F],large
pirimor,Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C,-9.41,-13.87,InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3,[C][C][=C][Branch2][Ring1][Branch2][N][=C][Branch1][#C][N][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][N][Branch1][C][C][C][N][Branch1][C][C][C][C],medium
styrene,C=Cc1ccccc1,-1.24,-1.078,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],very large
triethylphosphate,CCOP(=O)(OCC)OCC,-7.5,-10.251,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",[C][C][O][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][C],large
"2,2,2-trifluoroethanol",C(C(F)(F)F)O,-4.31,-3.809,"InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2",[C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O],large
1-butoxy-2-propanol,CCCCOC[C@H](C)O,-5.73,-3.891,"InChI=1S/C7H16O2/c1-3-4-5-9-6-7(2)8/h7-8H,3-6H2,1-2H3/t7-/m0/s1",[C][C][C][C][O][C][C@H1][Branch1][C][C][O],large
propan-1-ol,CCCO,-4.85,-3.33,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",[C][C][C][O],large
o-xylene,Cc1ccccc1C,-0.9,-0.851,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],very large
neopentane,CC(C)(C)C,2.51,2.506,"InChI=1S/C5H12/c1-5(2,3)4/h1-4H3",[C][C][Branch1][C][C][Branch1][C][C][C],very large
pent-1-yne,CCCC#C,0.01,0.47,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3",[C][C][C][C][#C],very large
phthalimide,c1ccc2c(c1)C(=O)NC2=O,-9.61,-11.825,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)",[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O],medium
1-iodobutane,CCCCI,-0.25,-0.223,"InChI=1S/C4H9I/c1-2-3-4-5/h2-4H2,1H3",[C][C][C][C][I],very large
p-cresol,Cc1ccc(cc1)O,-6.13,-5.579,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],large
2-iodopropane,CC(C)I,-0.46,-0.492,"InChI=1S/C3H7I/c1-3(2)4/h3H,1-2H3",[C][C][Branch1][C][C][I],very large
2-methoxyphenol,COc1ccccc1O,-5.94,-4.746,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],large
cyclopentene,C1CC=CC1,0.56,1.23,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",[C][C][C][=C][C][Ring1][Branch1],very large
111-trifluoropropan-2-ol,C[C@H](C(F)(F)F)O,-4.2,-3.486,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m1/s1",[C][C@H1][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O],large
propan-1-amine,CCCN,-4.39,-3.053,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",[C][C][C][N],large
2-nitrophenol,c1ccc(c(c1)[N+](=O)[O-])O,-4.58,-5.667,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",[C][=C][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O],large
1-methylnaphthalene,Cc1cccc2c1cccc2,-2.44,-3.212,"InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1],large
hexachlorobenzene,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,-2.33,0.379,InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,[C][=Branch2][Ring1][Branch1][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl][Cl][Cl],very large
oct-2-enal,CCCCC/C=C/C=O,-3.43,-2.706,"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h6-8H,2-5H2,1H3/b7-6+",[C][C][C][C][C][/C][=C][/C][=O],large
oct-1-yne,CCCCCCC#C,0.71,0.832,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3",[C][C][C][C][C][C][C][#C],very large
